address,amount
juno10848exyn5rl0xs0w6pq7vdm6075z8se30gzrgm,9457181.0
juno1084ynd2a9zr2twf94zkpw7hu8qmfx4cn9ucra5,5053802.0
juno1085q77ah9kly5rd7uxjqcz38c40ecswr0tqde8,14048843.0
juno10885qqxpjppm87785jtcmv0ljf7yz4ca2sy0kw,5252239.0
juno1088d0ukrmmagdzuz3jfu6u0aplh078sdwr27aj,5375767.0
juno10893eq4mmxmjstyanhx33x0ae89gqf8mnd69mg,60815831.0
juno108avkl9c3dzwgdrlszxrkgfkl90ekw53rlpkz9,5308477.0
juno108c5tvxnw7mtceafandga5njq2akfjp3leewhr,5810274.0
juno108c9xtpsrstq9p5e6luqrf8lzzhrrqrx2r22uq,10108665.0
juno108dx693h93ls6wlpcxf0p6pquvdqm9celth3tl,6165519.0
juno108f59xe554xxcaa76kn76v4ezm5qcvkmy4xz4v,20954965.0
juno108ggn2fqw037qu6adh2767g4qkrzrsw2ln7kv2,5102937.0
juno108gjhky4vrnc4q47jwvzwwza2etngdhe4nxtcy,14048843.0
juno108gstdpfdlhtjyy7m9ztm3fyd8e6dgpys8gy9w,10104825.0
juno108gvrsya3g5pknyz9deqm0xstrf9n4s2ywtywc,14048843.0
juno108jkurnsjrqgswpls2pvf64f6enamn08nq7hqv,10125844.0
juno108ls6clplc9ae3vdgtxejcywmsddc2tsft0mvl,7420218.0
juno108m4qkx5k26st6xex0d9620tw4fgdwrmah3nca,60029757.0
juno108m6mvhujyx75p0y53p0dwfad536jjwr9hg6my,11993630.0
juno108nyjth2sljpxyrzpklfgkax3w5kre9994gs5h,14048843.0
juno108p4g2t6cprdl438gyhhnsdses3j97vvusnnwn,5356966.0
juno108rqwjaffph0lvdyd7fc7tpnrx4n8h4r8wujly,24783711.0
juno108rvyvcs67quc5nuqh6w7t23cnxltrjc7ryw3e,11302899.0
juno108rzzp8vs96rrcnwl4kaz4tl4l9kgpwtxpgm2m,6073568.0
juno108ss9dsdya700yjzvvz9ad5zaf4c9tpa7056zf,34036028.0
juno108sydnkfsans2u4h7usn8ufj6dnc7lzqhtn5zc,28097686.0
juno108t2jfww24pauhd2qevftkl8me77da0zwmrv2p,14048843.0
juno108t6djm7mvuxwgtm8hrk7vzumue506tvahlyqj,14048843.0
juno108vhn5f0vafyzxc7gps2fj8pz4jcqrfd3vwcqm,5900450.0
juno108x30u56zsmy977rc7f8ggg480uma5xtkk2v6y,7608076.0
juno108x4cn82w67sdfzd40m2mk604mawf6ql47k977,10205874.0
juno108xg8nnpv2zlzxa4g9hx6yzln4xhwp9n0z4cw2,5569120.0
juno108y4auaga8lcsvgnpjkfsy0ksm2qzzsc98k42r,32180879.0
juno108yw43as5l6gchwx8f6xa2d9zce45gw050c7ke,14195068.0
juno10902j8s6hr6xgaxzq372ns0mdcyxg4c0h296mz,5179422.0
juno10905rstxf5tzj0w6gguaa76ma7s32v48f6zxue,14048843.0
juno1090z7fh4pt4e0ezlk6shwmjshg56s78rx83dqw,35778175.0
juno1092ueccvmzf8ue3khvdfem8mdncq4zs55eskwc,6426192.0
juno1094p4mkxwyf9s8j33revjzc2ggt2mshppu796z,9699622.0
juno10954shem6g00vxfpg79nglj6z8c0pyl9ah5xdr,10929687.0
juno10956qp4fnmeg3ax2aud3p4ll4gxmp4x38dwfcy,5577863.0
juno10962jenlsq0sfqmd3q026ye0kcceder5cgng5y,5715806.0
juno1096t2cyncw8mx0fqhmahn99sx8rxhyqkf9kusy,23780648.0
juno1098yalje4lgdmqg2xz68ahggtydfhhw740yfxt,16884583.0
juno1099guh7p6v0ln4sqfcmlcfyrsk70lhm3j5dfp6,6252457.0
juno109aqm3ug3zhcmv45yhjcf2vryfwh5t2ls0e3x0,5961847.0
juno109as32auw8xdurf72gclyk26ulml297k9x6qf2,108062470.0
juno109cum9zvmudpf9yxfcgvatfdm0peysscgrz7rd,19229483.0
juno109dpqfqppv6hxu24362rx9msju02s7rp8hjkgd,11263396.0
juno109fhpxjztun2s6plnyzxpsmctcz9cdj4f9lc39,56195373.0
juno109gh8fg3az0txzzvzr3h4chy8kjrahxxrp6ykw,38310615.0
juno109hq6dan6hg8k6nklk6gh0t0ey204rgcqum7n0,16440551.0
juno109jent04fnyhncussdcwef9fhje6lflj3qnq3z,6743595.0
juno109july7h8ut0zxpvgudgcl8y3cjud79xn9yeth,13171324.0
juno109l349qjxynw6ay08s8uahw0g4at2q42l4eeww,5857937.0
juno109pm5hshx3z4aj957mjzt4pwad9f2zry7f6dfq,5058476.0
juno109pme5jey3ahxdpu8zeffpwhh7l8ayuaa9y40c,8482486.0
juno109qqzeclel260xh9e9gg84ead696jufqjzeqt8,13073307.0
juno109quggl5ztqt9g3vp5v3zrvndt227xdh3ahulu,5052419.0
juno109rfrw6h3vlfg2ddp2v2zpchg06a0q66p4dk04,6034474.0
juno109sj2varvep552c075yzx77cgnsqll9f62evjq,5296038.0
juno109tnw70rafe458nd3k8qrn6xpan6tnx0vcac7h,38202512.0
juno109u28p93cct3el0hk4xdanya50np4ww06k597d,7123294.0
juno109u86dvw52ntm8pl4a97xjj7ffs3wspk9vpu2c,14048843.0
juno109w5v39eg3nlyc64n9newzlyzp9ttfpwq8trqv,14048843.0
juno109ykarsjvrxedc9fauqqwyp3247yx9p7k50rau,14048843.0
juno109zaupk3ljscw580ank5maxj5kgx6gk83yhum5,5268526.0
juno10a0sslazqjm5wzrg2cz8cklzz46sap7exfzqxm,5971952.0
juno10a29hu7chl55ar4wsyjueqxc7smudpvrs3rjam,234661696.0
juno10a3xqvumcq2mdmfl822mpusmtqq98wjdw60zka,7096013.0
juno10a42fwq9cyzha2a9rvg4ru39w3k8026qarh3kh,13884071.0
juno10a6cstvm7h4cxm5z9mgexljgtq2v4j9ez26wj7,5280530.0
juno10a707gyp5agq3rn9vsqnnkxzn8x5ztgyz8zflx,9997306.0
juno10a7lgg5at3zvydms5s6wulvnu7psuj3eaxvkz5,14048843.0
juno10a8kjztfrcnpjyavy7r9x34z0lekedvnqskwa6,10559233.0
juno10a97zvxkg0pa5p60p7e5jx6rnqlt0tahk0fyug,24288869.0
juno10a98ngl0c4kpr8nwjyed23krvx2cep72fshmfh,90590953.0
juno10aauu9jps02axg0432s66ma2a3mg24vsr0u7ve,14048843.0
juno10acjsgtz3tfwkvvdwvc7hnch8u69jlgnyzktdn,10306922.0
juno10adt72q3vnqsr8cazcpzjk2y5sg2ujw3yzh085,984.0
juno10agesr2cmms50mqkcn4erh8d4hucupmuqdmgm5,6474676.0
juno10agp0plff55wx97jdcn76je4tsjurdcu3jmu58,227967.0
juno10agpxmzw7t2xq9efawx90padczrx3769fefkyg,13237321.0
juno10ahemef4lk9mpedn5jr78vzvstcq0vk82wmrmg,23078517.0
juno10ahh3k4czgrd6mdr6ak99srff4nkjepx655xcj,35001713.0
